0.463068	1.029370	0.755460	0.732236	0.940931	0.996094	0.080090	0.254292	
0.701108	1.560612	0.577002	4.500000	0.874014	0.691016	4.500000	0.525608	
0.520177	0.736816	0.274234	0.573556	0.980489	0.712862	0.067525	0.414796	
0.682464	0.652065	0.608900	1.076467	0.874379	0.696771	4.500000	0.520825	
0.157423	0.677154	0.542226	1.102691	0.572340	4.500000	0.080292	0.521474	
0.538497	4.500000	1.010604	4.500000	0.917423	0.038950	4.500000	0.570152	
0.216153	0.375319	0.806854	0.498087	0.904534	0.571651	0.067728	1.194859	
0.586121	4.500000	0.619235	1.085465	0.621505	0.587904	4.500000	4.500000	
0.498412	4.500000	0.292635	0.631800	0.667548	0.762837	0.080130	0.049813	
0.795343	4.500000	0.757892	4.500000	0.344758	0.696731	4.500000	0.564640	
0.425658	4.500000	0.650039	0.235810	0.899954	4.500000	0.067403	0.519528	
0.523582	0.443370	0.550940	1.106339	0.908546	0.039072	4.500000	4.500000	
0.570760	4.500000	0.366402	1.085303	0.332518	2.385502	0.080130	0.050218	
0.556047	0.470324	0.643027	4.500000	0.883458	0.761135	4.500000	4.500000	
0.570354	4.500000	0.547009	0.611372	0.615668	0.762756	0.067444	0.050178	
0.593457	0.321534	0.384235	4.500000	0.909073	0.820878	4.500000	4.500000	
0.600266	4.500000	1.043272	0.184863	0.274963	0.556087	0.067687	0.050299	
0.450950	0.592079	0.749867	4.500000	0.908425	0.596700	4.500000	4.500000	
0.723319	4.500000	0.647769	0.481794	0.916693	0.572908	0.352256	0.050380	
0.483212	0.735235	0.561843	4.500000	0.933838	0.585067	4.500000	4.500000	
0.513530	4.500000	0.411797	0.492089	0.411026	4.500000	0.067525	0.050178	
0.420430	0.491562	0.422821	4.500000	0.354891	0.038991	4.500000	4.500000	
0.620289	4.500000	0.570841	0.590498	0.916855	4.500000	0.067606	0.050097	
0.586689	0.719428	0.386708	4.500000	0.382411	0.038950	4.500000	0.344393	
