1.23	1.16	0.84	0.70	0.70	0.89	1.60	1.61	0.83	1.61	
1.20	1.20	0.82	0.89	0.72	0.76	0.94	1.62	0.83	1.62	
1.20	1.05	0.82	0.71	0.89	0.68	1.02	1.62	0.82	1.62	
1.20	2.53	0.82	0.84	0.87	0.98	1.01	1.60	0.85	1.59	
1.22	1.09	0.82	0.86	0.87	0.68	1.03	1.62	0.84	1.60	
1.22	1.03	0.82	0.69	0.74	0.84	1.61	1.62	0.83	1.61	
1.20	1.01	0.85	0.69	0.73	0.84	1.60	1.61	0.83	1.61	
1.20	1.21	0.82	0.83	0.72	0.72	0.96	1.61	0.84	1.60	
1.22	1.07	1.31	0.82	0.71	0.76	1.61	1.61	0.84	1.61	
1.20	1.21	1.18	0.70	0.72	0.70	1.61	1.61	0.84	1.62	
1.22	1.17	1.20	0.72	0.88	0.68	1.60	1.60	0.85	1.60	
1.21	1.19	1.20	0.83	0.73	0.69	1.06	1.60	0.84	1.60	
1.21	1.20	1.17	0.81	0.93	0.95	0.97	1.61	0.83	1.61	
1.23	1.18	2.48	0.72	0.93	0.97	1.06	1.61	0.83	1.62	
1.20	1.19	1.26	0.70	0.87	0.98	1.10	0.98	1.45	0.99	
1.20	1.21	1.20	0.79	0.74	0.70	0.85	0.83	1.05	1.40	
1.20	1.22	1.18	0.71	0.71	0.71	0.85	0.83	1.06	1.38	
0.91	2.50	2.48	0.70	0.89	0.68	0.85	0.99	1.02	1.43	
0.89	1.51	2.48	0.70	0.74	0.68	0.85	0.96	1.48	0.96	
1.23	1.21	1.19	0.71	0.90	0.93	1.00	0.97	1.00	1.44	
0.87	1.52	2.50	0.79	0.87	0.67	0.84	0.83	0.86	0.67	
1.20	1.22	1.23	0.79	0.71	0.79	0.84	0.82	0.98	0.57	
1.20	1.20	1.18	0.80	0.91	0.87	0.84	0.82	1.62	0.84	
1.20	1.18	1.20	0.79	0.90	0.96	0.87	0.84	1.59	0.86	
0.91	1.23	2.48	0.80	0.73	0.77	1.60	0.85	0.97	0.55	
1.23	1.17	2.48	0.72	0.91	0.92	0.94	0.83	1.61	0.85	
1.20	1.19	1.21	0.70	0.92	0.92	0.86	0.84	1.60	0.85	
